N.,POKÉMON,SOURCE,SPAWN,RARITY,CONDITION,FORMS
#676,Furfrou,Cobblemon,"Cherry Grove, Flower Forest
Meadow
Sunflower Plains",Uncommon,Day,There are 9 forms obtainable by giving 9 different dyes.
#677,Espurr,ATM x MSD,The End,Common,Also in Minecraft villages,
#678,Meowstic,ATM x MSD,The End,Common,Also in Minecraft villages,
#679,Honedge,Cobblemon,All Nether biomes,Uncommon,Also in Cobblemon Ruin Structures,
#680,Doublade,Cobblemon,All Nether biomes,Uncommon,Also in Cobblemon Ruin Structures,
#681,Aegislash,Cobblemon,All Nether biomes,Uncommon,Also in Cobblemon Ruin Structures,
#682,Spritzee,MundialMons,"Oak Forest, Flower Forest, Birch Forest, Dark Oak Forest,
Cherry Grove,
Meadow,
Sunflower Plains",Common,,
#683,Aromatisse,ATM x MSD,"Oak Forest, Flower Forest, Birch Forest, Dark Oak Forest,
Cherry Grove,
Meadow,
Sunflower Plains,
Cherry Grove,
Meadow,
Sunflower Plains",Uncommon,,
#684,Swirlix,ATM x MSD,"Cherry Grove, Flower Forest",Common,,
#685,Slurpuff,ATM x MSD,"Cherry Grove, Flower Forest",Rare,,
#686,Inkay,MundialMons,The End,Common,Also by fishing in All Ocean Biomes,
#687,Malamar,MundialMons,The End,Rare,Also by fishing in All Ocean Biomes,
#688,Binacle,"Hydro
Reanimodel","Beach, Stony Shore",Common,Also by fishing in All Ocean Biomes,
#689,Barbaracle,"Hydro
Reanimodel","Beach, Stony Shore",Uncommon,Also by fishing in All Ocean Biomes,
#690,Skrelp,Cobblemon,All Ocean biomes near Kelp Plant,Common,Also by fishing,
#691,Dragalge,Cobblemon,All Ocean biomes,Common,Also by fishing,
#692,Clauncher,Cobblemon,All Ocean biomes,Common,Also by fishing,
#693,Clawitzer,Cobblemon,All Ocean biomes,Common,Also by fishing,
#694,Helioptile,MundialMons,"Badlands, Savanna",Uncommon,"Day, Weather Clear",
#695,Heliolisk,MundialMons,"Badlands, Savanna",Rare,"Day, Weather Clear",
#696,Tyrunt,Cobblemon,"Fossil: Eroded Pillar, Lush Den, Mud Pit,
Sunscorched Den, Sunscorched Remains",Ultra-Rare,"Suspicious sand/gravel. Use
Resurrection Machine",Can also be found wild in Lush Caves
#697,Tyrantrum,Cobblemon,Tyrunt’s evolution,,,Can also be found wild in Lush Caves
#698,Amaura,Cobblemon,"Fossil: Eroded Pillar, Frozen Pond, Frozen Spike, Powdered Deposit, Spruce Tree",Ultra-Rare,"Suspicious sand/gravel. Use
Resurrection Machine",Can also be found wild in Lush Caves
#699,Aurorus,Cobblemon,Amaura’s evolution,,,Can also be found wild in Lush Caves
#700,Sylveon,Cobblemon,"Flower Forest, Cherry Grove, Sunflower Plains",Ultra-Rare,,
#701,Hawlucha,ATM x MSD,"Jungle, Sparse Jungle, Bamboo Jungle, Badlands",Rare,Also in Jungle Pyramid,
#702,Dedenne,Cobblemon,"Savanna, Savanna Plateau",Uncommon,Storm,
#703,Carbink,Cobblemon,"Nether Wastes, All Overworld biomes except Deep Dark",Common,Near Diamond Ore,
#704,Goomy,Cobblemon,"Swamp, Mangrove Swamp (Rain)",Rare,"Also by fishing in Swamp, Mangrove Swamp","Hisuian region bias spawns in Dripstone Caves, Lush Caves"
#705,Sliggoo,Cobblemon,"Swamp, Mangrove Swamp (Rain)",Rare,"Also by fishing in Swamp, Mangrove Swamp","Hisuian region bias spawns in Dripstone Caves, Lush Caves"
#706,Goodra,Cobblemon,"Swamp, Mangrove Swamp (Rain)",Rare,"Also by fishing in Swamp, Mangrove Swamp","Hisuian form spawn in Lush Caves, Dripstone Caves"
#707,Klefki,MissingMons,All Overworld biomes,Uncommon,Also in Minecraft Village,
#708,Phantump,Cobblemon,"Oak Forest, Flower Forest, Birch Forest, Dark Oak Forest, All Taiga biomes",Common,Night,
#709,Trevenant,Cobblemon,"Oak Forest, Flower Forest, Birch Forest, Dark Oak Forest, All Taiga biomes",Common,Night,
#710,Pumpkaboo,Cobblemon,All Overworld biomes,Common,Near a Pumpkin or Carved Pumpkin,
#711,Gourgeist,Cobblemon,All Overworld biomes,Common,Near a Pumpkin or Carved Pumpkin,
#712,Bergmite,Cobblemon,Frozen Ocean,Common,Also by fishing in same biome,
#713,Avalugg,Cobblemon,Frozen Ocean,Common,Also by fishing in same biome,"Hisuian form spawns in Frozen Peaks, Snowy Slopes, Snowy Taiga
(ATM x MSD)"
#714,Noibat,Cobblemon,"Deep Dark, Caves",Uncommon,Night,
#715,Noivern,Cobblemon,"Deep Dark, Caves",Uncommon,Night,
#716,Xerneas,"Hydro
Reanimodel",Flower Forest,Ultra-Rare,Day,
#717,Yveltal,ATM x MSD,Dark Forest,Ultra-Rare,Night,
#718,Zygarde,"Hydro
Reanimodel",Dripstone Caves,Ultra-Rare,Zygarde Core/cells,"Core Percent Cell=10
Dripstone Caves

Core Percent Cells =Lush Caves"
#719,Diancie,Cobblemon,Lush Caves,Ultra-Rare,,
#720,Hoopa,Pokemans,The End,Ultra-Rare,,
#721,Volcanion,Mega Showdown,"Meadow, Grove, Snowy Slopes,
Jagged Peaks, Frozen Peaks, Stony Peaks",Ultra-Rare,,
#722,Rowlet,MissingMons,"Oak Forest, Dark Forest, Birch Forest, Flower Forest",Ultra-Rare,Day,Hisuian region bias spawns in Snowy Taiga
#723,Dartrix,Cobblemon,"Oak Forest, Dark Forest, Birch Forest, Flower Forest",Ultra-Rare,Day,Hisuian region bias spawns in Snowy Taiga
#724,Decidueye,Cobblemon,"Oak Forest, Dark Forest, Birch Forest, Flower Forest",Ultra-Rare,Day,"Hisuian form spawns in
Snowy Taiga"
#725,Litten,Cobblemon,"Jungle, Sparse Jungle, Bamboo Jungle, Crimson Forest",Ultra-Rare,Weather clear,
#726,Torracat,Cobblemon,"Jungle, Sparse Jungle, Bamboo Jungle, Crimson Forest",Ultra-Rare,Weather clear,
#727,Incineroar,Cobblemon,"Jungle, Sparse Jungle, Bamboo Jungle, Crimson Forest",Ultra-Rare,Weather clear,
#728,Popplio,Cobblemon,"Stony Shore, Beach, Ocean, Deep Ocean, Warm Ocean, Lukewarm Ocean, Cold Ocean",Ultra-Rare,Also by fishing in same biomes,
#729,Brionne,Cobblemon,"Stony Shore, Beach, Ocean, Deep Ocean, Warm Ocean, Lukewarm Ocean, Cold Ocean",Ultra-Rare,Also by fishing in same biomes,
#730,Primarina,Cobblemon,"Stony Shore, Beach, Ocean, Deep Ocean, Warm Ocean, Lukewarm Ocean, Cold Ocean",Ultra-Rare,Also by fishing in same biomes,
#731,Pikipek,Cobblemon,"Jungle, Sparse Jungle, Bamboo Jungle",Common,Day,
#732,Trumbeak,Cobblemon,"Jungle, Sparse Jungle, Bamboo Jungle",Common,Day,
#733,Toucannon,Cobblemon,"ungle, Sparse Jungle, Bamboo Jungle",Common,Day,
#734,Yungoos,Cobblemon,"Savanna, Savanna Plateau, Plains, Sunflower Plains",Common,,
#735,Gumshoos,Cobblemon,"Savanna, Savanna Plateau, Plains, Sunflower Plains",Common,,
#736,Grubbin,ATM x MSD,"Jungle, Sparse Jungle, Bamboo Jungle, Badlands",Common,,
#737,Charjabug,ATM x MSD,"Jungle, Sparse Jungle, Bamboo Jungle, Badlands",Uncommon,Day,
#738,Vikavolt,ATM x MSD,"Jungle, Sparse Jungle, Bamboo Jungle, Badlands",Rare,Day,
#739,Crabrawler,Cobblemon,"Stony Shore, Beach, Snowy Beach",Common,Day,
#740,Crabomibale,Cobblemon,"Frozen Peaks, Jagged Peaks, Snowy Slopes,
Stony Peak",Uncommon,Day,
#741,Oricorio,"Mega
Showdown",All Overworld biomes,Uncommon,,"Baile Style spawns in Plains and
All Hills biomes
Pom-Pom Style spawns in Jungle and
All Mountain biomes
Pa’u Style spawns in Cherry Grove,
Flower Forest, Meadow,
Sunflower Plains
Sensu Style spawns in All Forest biomes"
#742,Cutiefly,Cobblemon,"Cherry Grove, Flower Forest,
Sunflower Plains",Common,"Day,
Weather clear",
#743,Ribombee,Cobblemon,"Cherry Grove, Flower Forest, ,
Sunflower Plains",Common,"Day,
Weather clear",
#744,Rockruff,Cobblemon,"All Hills biomes, Meadow, Grove, Snowy Slopes,
Jagged Peaks, Frozen Peaks, Stony Peaks",Uncommon,,"Rockruff wolf_form=dusk
spawns in all Mountain biomes during dusk"
#745,Lycanroc,Mega Showdown,"Jagged Peaks, Frozen Peaks, Stony Peaks, Meadow, Grove, Snowy Slopes, Windswept Hills, Windswept Gravelly Hills, Windswept Forest",Uncommon,,"Midday: Evolve Rockruff during the day.
Midnight: Evolve Rockruff at night.
Dusk: Evolve Rockruff wolf form_dusk at Sunset (time-range: 11.000-13.000)"
#746,Wishiwashi,Cobblemon,All Ocean biomes,Common,Also by fishing in same biomes,
#747,Mareanie,MissingMons,"Beach, Stony Shore, Warm Ocean",Uncommon,Also by fishing in Warm Ocean,
#748,Toxapex,Cobblemon,"Beach, Stony Shore, Warm Ocean",Uncommon,Also by fishing in Warm Ocean,
#749,Mudbray,Cobblemon,"Badlands, Plains, Savanna, Savanna Plateau, Sunflower Plains",Common,,
#750,Mudsdale,Cobblemon,"Badlands, Plains, Savanna, Savanna Plateau, Sunflower Plains",Common,,
#751,Dewpider,"Hydro
Reanimodel","Swamp,
Mangrove Swamp, River",Common,"Also by fishing in: Oak Forest, Flower Forest, Birch Forest, Dark Oak Forest, River, Plains, Sunflower Plains, Meadow, Jungle, Bamboo Jungle",
#752,Araquanid,"Hydro
Reanimodel","Swamp,
Mangrove Swamp, River",Common,"Also by fishing in: Oak Forest, Flower Forest, Birch Forest, Dark Oak Forest, River, Plains, Sunflower Plains, Meadow, Jungle, Bamboo Jungle",
#753,Fomantis,ATM x MSD,"Cherry Grove, Flower Forest,
Sunflower Plains, Jungle",Common,Day,
#754,Lurantis,ATM x MSD,"Cherry Grove, Flower Forest,
Sunflower Plains, Jungle",Common,Day,
#755,Morelull,Cobblemon,"Jungle, Bamboo Jungle, Sparse Jungle, Flower Forest, Mushroom Fields, Lush Caves, Warped Forest, Crimson Forest",Common,,
#756,Shiinotic,Cobblemon,"Jungle, Bamboo Jungle, Sparse Jungle, Flower Forest, Mushroom Fields, Lush Caves, Warped Forest, Crimson Forest",Common,,
#757,Salandit,Cobblemon,"Badlands, Eroded Badlands, Wooded Badlands, Jagged Peaks, Frozen Peaks, Stony Peaks, Meadow, Grove, Snowy Slope, Basalt Deltas, Soul Sand Valley",Common,,
#758,Salazzle,Cobblemon,"Badlands, Eroded Badlands, Wooded Badlands, Jagged Peaks, Frozen Peaks, Stony Peaks, Meadow, Grove, Snowy Slope, Basalt Deltas, Soul Sand Valley",Common,,
#759,Stufful,Cobblemon,Bamboo Forest,Common,Day,
#760,Bewear,Cobblemon,Bamboo Forest,Common,Day,
#761,Bounsweet,Cobblemon,"Jungle, Bamboo Jungle, Sparse Jungle",Common,Day,
#762,Steenee,Cobblemon,"Jungle, Bamboo Jungle, Sparse Jungle",Common,Day,
#763,Tsareena,Cobblemon,"Jungle, Bamboo Jungle, Sparse Jungle",Common,Day,
#764,Comfey,Cobblemon,"Cherry Grove, Flower Forest,
Sunflower Plains",Uncommon,"Day, Weather clear",
#765,Oranguru,ATM x MSD,"Jungle, Bamboo Jungle, Sparse Jungle",Rare,,
#766,Passimian,ATM x MSD,"Jungle, Bamboo Jungle, Sparse Jungle",Rare,,
#767,Wimpod,Cobblemon,"Beach, Stony Shore",Uncommon,Also by fishing inside Caves with MaxY=0,
#768,Golisopod,Cobblemon,"Beach, Stony Shore",Uncommon,Also by fishing inside Caves with MaxY=0,
#769,Sandygast,MissingMons,Beach,Common,Day,
#770,Palossand,MissingMons,Beach,Common,Day,
#771,Pyukumuku,Cobblemon,"Beach, Ocean, Cold Ocean, Lukewarm Ocean, Warm Ocean",Uncommon,Also by fishing in same biomes,
#772,Type: Null,"Mega
Showdown","Fossil: Loot dropped by the Team Rocket
Scientist (COBBLEVERSE)",Ultra-Rare,Resurrection Machine,
#773,Silvally,"Mega
Showdown",Type Null’s evolution,,,
#774,Minior,"Mega
Showdown",All Overworld biomes,Uncommon,Day/Night,"Red: All Hills biomes (Night)
Orange: Savanna, Savanna Plateau (Night)
Yellow: Plains (Night)
Green: Jungle (Night)
Blue: All River biomes (Night)
Violet: All Mountain biomes (Night)
Indigo: All Cold biomes (Night)"
#775,Komala,Cobblemon,"Savanna, Savanna Plateau",Common,,
#776,Turtonator,Cobblemon,Basalt Deltas,Uncommon,,
#777,Togedemaru,ATM x MSD,"Windswept Hills, Windswept Gravelly Hills, Windswept Forest",Uncommon,Storm,
#778,Mimikyu,Cobblemon,Dark Forest,Rare,Night,
#779,Bruxish,Cobblemon,Warm Ocean,Uncommon,Also by fishing in same biome,
#780,Drampa,Cobblemon,"Jagged Peaks, Frozen Peaks, Stony Peaks",Uncommon,MinY=190,
#781,Dhelmise,Cobblemon,"Ocean, Deep Ocean, Warm Ocean, Lukewarm Ocean, Cold Ocean, Frozen Ocean",Common,,
#782,Jangmo-o,Cobblemon,"Jungle, Sparse Jungle, Bamboo Jungle",Ultra-Rare,Min Y= 0,
#783,Hakamo-o,Cobblemon,"Jungle, Sparse Jungle, Bamboo Jungle",Ultra-Rare,Min Y= 0,
#784,Kommo-o,Cobblemon,"Jungle, Sparse Jungle, Bamboo Jungle",Ultra-Rare,Min Y= 0,
#785,Tapu Koko,Mega Showdown,"Svanna, Savanna Plateau, Jungle",Ultra-Rare,,
#786,Tapu Lele,Mega Showdown,"Cherry Grove, Flower Forest,
Sunflower Plains, Beach",Ultra-Rare,,
#787,Tapu Bulu,Mega Showdown,"All River biomes, Jungle",Ultra-Rare,,
#788,Tapu Fini,Mega Showdown,"All River biomes, Beach",Ultra-Rare,,
#789,Cosmog,Mega Showdown,The End,Ultra-Rare,,
#790,Cosmoem,Mega Showdown,The End,Ultra-Rare,,
#791,Solgaleo,Mega Showdown,"Savanna, Savanna Plateau, The End",Ultra-Rare,Day,
#792,Lunala,Mega Showdown,"Dark Forest, The End",Ultra-Rare,Night,
#793,Nihilego,ATM x MSD,All Ocean Biomes,Ultra-Rare,,
#794,Buzzwole,ATM x MSD,All Jungle Biomes,Ultra-Rare,,
#795,Pheromosa,MysticMons,"Blooming Valley, Steppe, White Cliffs, The End",Ultra-Rare,,
#796,Xurkitree,ATM x MSD,The End,Ultra-Rare,,
#797,Celesteela,Planeta,The End,Ultra-Rare,,
#798,Kartana,ATM x MSD,Cherry Grove,Ultra-Rare,,
#799,Guzzlord,ATM x MSD,The End,Ultra-Rare,,
#800,Necrozma,Mega Showdown,The End,Ultra-Rare,,
#801,Magearna,ATM x MSD,All Taiga biomes,Ultra-Rare,,
#802,Marshadow,"Mega
Showdown",Deep Dark,Ultra-Rare,,
#803,Poipole,ATM x MSD,The End,Ultra-Rare,"Dawn Tower, Dusk Tower (COBBLEVERSE)",
#804,Naganadel,ATM x MSD,The End,Ultra-Rare,Near a Purpur block,
#805,Stakataka,ATM x MSD,Deep Dark,Ultra-Rare,,
#806,Blacephalon,ATM x MSD,Dark Forest,Ultra-Rare,,
#807,Zeraora,ATM x MSD,"Badlands, All Forest biomes",Ultra-Rare,,
#808,Meltan,"Mega
Showdown",All Overworld biomes or Beach (Ultra-Rare),Rare,Near Iron Block,
#809,Melmetal,"Mega
Showdown",Evolves from Meltan when it is at level 70 and holding an anvil.,,,
#810,Grookey,Cobblemon,"Sparse Jungle, Jungle, Bamboo Jungle",Ultra-Rare,,
#811,Thwackey,Cobblemon,"Sparse Jungle, Jungle, Bamboo Jungle",Ultra-Rare,,
#812,Rillaboom,Cobblemon,"Sparse Jungle, Jungle, Bamboo Jungle",Ultra-Rare,,
#813,Scorbunny,Cobblemon,"Plains, Sunflower Plains, Meadow, Savanna, Savanna Plateau",Ultra-Rare,,
#814,Raboot,Cobblemon,"Plains, Sunflower Plains, Meadow, Savanna, Savanna Plateau",Ultra-Rare,,
#815,Cinderace,Cobblemon,"Plains, Sunflower Plains, Meadow, Savanna, Savanna Plateau",Ultra-Rare,,
#816,Sobble,Cobblemon,"Swamp, Jungle, Bamboo Jungle, Sparse Jungle, Mangrove Swamp",Ultra-Rare,"Also by fishing in Flower Forest, Birch Forest, Dark Oak Forest",
#817,Drizzile,Cobblemon,"Swamp, Jungle, Bamboo Jungle, Sparse Jungle, Mangrove Swamp",Ultra-Rare,"Also by fishing in Flower Forest, Birch Forest, Dark Oak Forest",
#818,Inteleon,Cobblemon,"Swamp, Jungle, Bamboo Jungle, Sparse Jungle, Mangrove Swamp",Ultra-Rare,"Also by fishing in Flower Forest, Birch Forest, Dark Oak Forest",
#819,Skwovet,MundialMons,"Taiga, Old Growth Pine Taiga, Snowy Taiga, Flower Forest, Birch Forest, Dark Oak Forest, Oak Forest",Common,Day,
#820,Greedent,MundialMons,"Taiga, Old Growth Pine Taiga, Snowy Taiga, Flower Forest, Birch Forest, Dark Oak Forest, Oak Forest",Uncommon,Day,
#821,Rookidee,Cobblemon,"Dark Forest, Windswept Hills, Windswept Forest, Windswept Gravelly Hills, Taiga, Snowy Taiga, Old Growth Pine Taiga",Common,Day,
#822,Corvisquire,Cobblemon,"DDark Forest, Windswept Hills, Windswept Forest, Windswept Gravelly Hills, Taiga, Snowy Taiga, Old Growth Pine Taiga",Common,Day,
#823,Corviknight,Cobblemon,"Dark Forest, Windswept Hills, Windswept Forest, Windswept Gravelly Hills, Taiga, Snowy Taiga, Old Growth Pine Taiga",Common,Day,
#824,Blipbug,MundialMons,"Oak Forest, Flower Forest, Birch Forest, Old Growth Birch Forest, Plains, Sunflower Plains",Common,,
#825,Dottler,MundialMons,"Oak Forest, Flower Forest, Birch Forest, Old Growth Birch Forest, Plains, Sunflower Plains",Uncommon,,
#826,Orbeetle,MundialMons,"Plains, Sunflower Plains",Rare,,
#827,Nickit,Cobblemon,"Oak Forest, Flower Forest, Birch Forest, Dark Oak Forest, Plains, Sunflower Plains, Taiga, Old Growth Pine Taiga, Snowy Taiga",Common,Night,
#828,Thievul,Cobblemon,"Oak Forest, Flower Forest, Birch Forest, Dark Oak Forest, Plains, Sunflower Plains, Taiga, Old Growth Pine Taiga, Snowy Taiga",Uncommon,Night,
#829,Gossifleur,Cobblemon,"Cherry Grove, Flower Forest,
Sunflower Plains",Common,Weather Clear,
#830,Eldegoss,Cobblemon,"Cherry Grove, Flower Forest,
Sunflower Plains",Common,Weather Clear,
#831,Wooloo,Cobblemon,"Plains, Sunflower Plains, Meadow, Grove, Jagged Peaks, Stony Peaks",Common,,
#832,Dubwool,Cobblemon,"Plains, Sunflower Plains, Meadow, Grove, Jagged Peaks, Stony Peaks",Common,,
#833,Chewtle,MundialMons,River,Common,"Also by fishing in Forest, Plains, Birch Forest, Dark Oak Forest, ungle, Bamboo Jungle, Desert, Savanna",
#834,Drednaw,CavsCobbleMons,River,Common,"Also by fishing in Forest, Plains, Birch Forest, Dark Oak Forest, ungle, Bamboo Jungle, Desert, Savanna",
#835,Yamper,Cobblemon,"All Overworld biomes except Frozen River, Jagged Peaks,
Snowy Beach, Snowy Plains, Snowy Slopes",Common,Storm,
#836,Boltund,Cobblemon,"All Overworld biomes except Frozen River, Jagged Peaks,
Snowy Beach, Snowy Plains, Snowy Slopes",Common,Storm,
#837,Rolycoly,MundialMons,"Lush Caves, Dripstone Caves, Deep Dark, Meadow, Grove, Jagged Peaks, Stony Peaks, Frozen Peaks",Common,Near Coal Ore,
#838,Carkol,ATM x MSD,"Lush Caves, Dripstone Caves, Deep Dark, Meadow, Grove, Jagged Peaks, Stony Peaks, Frozen Peaks",Common,Near Coal Ore,
#839,Coalossal,ATM x MSD,"Lush Caves, Dripstone Caves, Deep Dark, Meadow, Grove, Jagged Peaks, Stony Peaks, Frozen Peaks",Rare,Near Coal Ore,
#840,Applin,ATM x MSD,"Oak Forest, Flower Forest, Birch Forest, Dark Oak Forest",Uncommon,,
#841,Flapple,ATM x MSD,"Oak Forest, Flower Forest, Birch Forest, Dark Oak Forest",Rare,Give a Tart Apple to Applin.,
#842,Appletun,ATM x MSD,"Oak Forest, Flower Forest, Birch Forest, Dark Oak Forest",Rare,Give a Sweet Apple to Applin,
#843,Silicobra,"Mega
Showdown",Desert,Common,Day,
#844,Sandaconda,"Mega
Showdown",Desert,Common,Day,
#845,Cramorant,Cobblemon,"Beach, Stony Shore, Ocean, Deep Ocean, Warm Ocean, Lukewarm Ocean, Mushroom Fields",Uncommon,Also by fishing in same biomes,
#846,Arrokuda,Cobblemon,"Ocean, Deep Ocean, Warm Ocean, Lukewarm Ocean, Swamp, Mangrove Swamp, Beach, Stony Shore",Common,Also by fishing in same biomes,
#847,Barraskewda,Cobblemon,"All Ocean biomes except Frozen Ocean, Swamp,
Mangrove Swamp",Common,Also by fishing in same biomes,
#848,Toxel,Cobblemon,"Swamp, Mangrove Swamp",Common,,
#849,Toxtricity,Cobblemon,"Swamp, Mangrove Swamp",Uncommon,,"Low Key Form: Nature Lonely,
Bold, Relaxed,
Timid, Serious, Modest, Mild,
Quiet, Bashful,
Calm, Gentle, or Careful.
Amped Form: Nature Hardy, Brave, Adamant,
Naughty, Docile, Impish,
Lax, Hasty, Jolly, Naive, Rash, Sassy, or Quirky."
#850,Sizzlipede,Cobblemon,"Basalt Deltas, Badlands, Eroded Badlands, Wooded Badlands, Nether Wastes",Common,,
#851,Centiskorch,Cobblemon,"Basalt Deltas, Badlands, Eroded Badlands, Wooded Badlands, Nether Wastes",Common,,
#852,Clobbopus,MundialMons,"Ocean, Deep Ocean, Warm Ocean, Lukewarm Ocean, Beach, Stony Shore",Common,"Also by fishing in Ocean, Deep Ocean, Warm Ocean, Lukewarm Ocean, Cold Ocean, Deep Cold Ocean",
#853,Grapploct,MundialMons,"Ocean, Deep Ocean, Warm Ocean, Lukewarm Ocean, Beach, Stony Shore",Common,"Also by fishing in Ocean, Deep Ocean, Warm Ocean, Lukewarm Ocean, Cold Ocean, Deep Cold Ocean",
#854,Sinistea,Cobblemon,"Phony Form: Dark Forest, Grove, Flower Forest, Cherry Grove
Antique Form:Dark Forest, Grove, Flower Forest, Cherry Grove

MinY=62",Uncommon,Common in Mansion,
#855,Polteageist,Cobblemon,"Phony Form: Dark Forest, Grove, Flower Forest, Cherry Grove (Day)
Antique Form:Dark Forest, Grove, Flower Forest, Cherry Grove
(Day)

MinY=62",Uncommon,Common in Mansion,
#856,Hatenna,Cobblemon,"Cherry Grove, Flower Forest",Uncommon,"Also in Structures: Swamp hut
or Mansion",
#857,Hattrem,Cobblemon,"Cherry Grove, Flower Forest",Uncommon,"Also in Structures: Swamp hut
or Mansion",
#858,Hatterene,Cobblemon,"Cherry Grove, Flower Forest",Uncommon,"Also in Structures: Swamp hut
or Mansion",
#859,Impidimp,Cobblemon,"Dark Forest, Cherry Grove, Flower Forest, Crimson Forest, Warped Forest",Common,Night,
#860,Morgrem,Cobblemon,"Dark Forest, Cherry Grove, Flower Forest, Crimson Forest, Warped Forest",Common,Night,
#861,Grimmsnarl,Cobblemon,"Dark Forest, Cherry Grove, Flower Forest, Crimson Forest, Warped Forest",Common,Night,
#862,Obstagoon,Cobblemon,"Taiga, Old Growth Pine Taiga, Old Growth Spruce Taiga, Snowy Taiga",Common,,
#863,Perrserker,Cobblemon,"Snowy Plains, Ice Spikes, Frozen River, Snowy Slopes, Taiga, Snowy Taiga, Old Growth Pine/Spruce Taiga",Common,,
#864,Cursola,Cobblemon,Warm Ocean near a dead coral,Common,"Also by fishing in Warm Ocean, Beach",
#865,Sirfetch’d,Cobblemon,"Oak Forest, Flower Forest, Birch Forest, Dark Oak Forest",Rare,,
#866,Mr. Rime,MundialMons,"Frozen River, Jagged Peaks,
Snowy Beach, Snowy Plains, Snowy Slopes",Uncommon,,
#867,Runerigus,ATM x MSD,"Dark Forest (Night, MinY=60)",Uncommon,Also in Ancient City,
#868,Milcery,Cobblemon,All Overworld biomes,Common,Near a cake,
#869,Alcremie,Cobblemon,All Overworld biomes,Common,Near a cake,
#870,Falinks,Cobblemon,"Badlands, Nether Wastes, Crimson Forest, Warped Forest, Soul Sand Valley, Basalt Deltas",Uncommon,,
#871,Pincurchin,Cobblemon,"Ocean, Deep Ocean, Warm Ocean near Kelp Plant and Seagrass",Uncommon,Also by Fishing in same biomes,
#872,Snom,ATM x MSD,"Snowy Plains, Ice Spikes, Frozen River, Frozen Ocean, Snowy Slopes, Jagged Peaks, Grove",Common,Night,
#873,Frosmoth,ATM x MSD,"Snowy Plains, Ice Spikes, Frozen River, Frozen Ocean, Snowy Slopes, Jagged Peaks, Grove",Uncommon,Night,
#874,Stonjourner,Cobblemon,"Plains, Sunflower Plains, Meadow",Uncommon,"Dusk, near a Stonjourner Henge Ruins",
#875,Eiscue,Cobblemon,"Frozen Ocean, Deep Frozen Ocean, Ice Spikes, Frozen River, Snowy Plains, Snowy Slopes",Common,Also by Fishing in same biomes,
#876,Indeedee,ATM x MSD,"Cherry Grove, Flower Forest",Rare,,
#877,Morpeko,"Mega
Showdown","Forest, Birch Forest, Dark Forest, Flower Forest, Old Growth Birch Fores",Uncommon,Near Cobblemon Berries,
#878,Cufant,Cobblemon,"Windswept Hills,, Windswept Gravelly Hills, Badlands, Savanna,
Savanna Plateau",Uncommon,,
#879,Copperajah,Cobblemon,"Windswept Hills,, Windswept Gravelly Hills, Badlands, Savanna,
Savanna Plateau",Uncommon,,
#880,Dracozolt,Cobblemon,"Fossil: Birch Tree, Lush Den, Mud Pit,
Preserved Skeleton, Rooted Pit,
Sunscorched Den, Sunscorched Remains,
Mossy Pond, Oak Tree, Powdered Deposit,
Spruce Tree, Suspicious Mound",,"Suspicious sand/gravel
Resurrection Machine","Need Fossilized Bird and
Fossilized Drake"
#881,Arctozolt,Cobblemon,"Fossil: Frozen Pond, Frozen Spike, Oak Tree,
Powdered Deposit, Sandy Den,
Birch Tree, Mossy Pond,
Powdered Deposit, Preserved Skeleton,
Spruce Tree, Suspicious Mound",,"Suspicious sand/gravel
Resurrection Machine","Need Fossilized Bird and
Fossilized Dino"
#882,Dracovish,Cobblemon,"Fossil: Birch Tree, Lush Den, Mud Pit,
Preserved Skeleton, Rooted Pit,
Sunscorched Den, Sunscorched Remains,
Dripstone Oasis, Enhydro Agate, Frozen Spike,
Hydrothermal Vents, 
Submerged Impact, Submerged Spike,
Underwater Fissure, Vibrant Hydrothermal Vents",,"Suspicious sand/gravel
Resurrection Machine","Need Fossilized Drake and
Fossilized Fish"
#883,Arctovish,Cobblemon,"Fossil: Frozen Pond, Frozen Spike, Oak Tree, Powdered Deposit, Preserved Skeleton, Sandy Den,
Dripstone Oasis, Enhydro Agate, Frozen Spike,
Hydrothermal Vents, Submerged Impact,
Submerged Spike, Underwater Fissure, Vibrant Hydrothermal Vents",,"Suspicious sand/gravel
Resurrection Machine","Need Fossilized Dino and
Fossilized Fish"
#884,Duraludon,ATM x MSD,The End,Rare,,
#885,Dreepy,Cobblemon,"Beach, Ocean, Deep Ocean, Warm Ocean, Lukewarm Ocean",Ultra-Rare,Dusk,
#886,Drakloak,Cobblemon,"Beach, Ocean, Deep Ocean, Warm Ocean, Lukewarm Ocean",Ultra-Rare,Dusk,
#887,Dragapult,Cobblemon,"Beach, Ocean, Deep Ocean, Warm Ocean, Lukewarm Ocean",Ultra-Rare,Dusk,
#888,Zacian,"Mega
Showdown",Dark Forest,Ultra-Rare,,
#889,Zamazenta,"Mega
Showdown",Dark Forest,Ultra-Rare,,
#890,Eternatus,Mega Showdown,End Highlands,Ultra-Rare,,Eternatus needs a Star Core to become Eternamax
#891,Kubfu,"Mega
Showdown",Cherry Grove,Ultra-Rare,,
#892,Urshifu,"Mega
Showdown",Cherry Grove,Ultra-Rare,,Needed: Scroll of Darkness or Scroll of Water
#893,Zarude,Cobblemon,Jungle,Ultra-Rare,,
